순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,year
23,센트럴 파크 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,2014,,9.78898E+12,3860,863,"9,368",2015
24,엄마를 부탁해 :신경숙 장편소설 ,지은이: 신경숙,창비,2008,,9.78894E+12,3810,813.7,"9,325",2015
25,빅 픽처 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은 세상,2010,,9.78898E+12,3840,843.5,"9,264",2015
26,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,3,9.78896E+12,17810,810,"9,130",2015
27,공허한 십자가 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 이선희,자음과모음,2014,,9.78896E+12,3830,833.6,"8,805",2015
28,내일 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 양영란,밝은세상,2013,,9.78898E+12,3860,863,"8,680",2015
29,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,4,9.78896E+12,17810,810,"8,479",2015
30,두근두근 내 인생 :김애란 장편소설 ,지은이: 김애란,창비,2011,,9.78894E+12,3810,813.7,"8,435",2015
31,어떤 하루 ,신준모 지음 ;김진희 그림,프롬북스,2014,,9.78899E+12,3810,818,"8,425",2015
32,하버드 새벽 4시 반 =최고의 대학이 청춘에게 들려주는 성공 습관 /Harvard's 4:30 A.M. ,웨이슈잉 지음 ;이정은 옮김,라이스메이커,2014,,9.79119E+12,13190,199.1,"8,241",2015
33,리딩으로 리드하라 =세상을 지배하는 0.1퍼센트의 인문고전 독서법 /Reading lead ,이지성 지음,문학동네,2010,,9.78895E+12,3320,29.4,"8,162",2015
34,버티는 삶에 관하여 :허지웅 에세이 ,허지웅 지음,문학동네,2014,,9.78895E+12,3810,818,"8,083",2015
35,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,5,9.78896E+12,17810,810,"8,005",2015
36,종이 여자 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2010,,9.78898E+12,3860,863,"7,984",2015
37,셈을 할 줄 아는 까막눈이 여자 :요나스 요나손 장편소설 ,지은이: 요나스 요나손 ;옮긴이: 임호경,열린책들,2014,,9.78893E+12,3850,859.73,"7,951",2015
38,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,2,9.78896E+12,7910,911.05,"7,743",2015
39,책은 도끼다 :박웅현 인문학 강독회 ,지은이: 박웅현,북하우스 퍼블리셔스,2011,,9.78896E+12,3810,1.3,"7,736",2015
40,허즈번드 시크릿 ,리안 모리아티 지음 ;김소정 옮김,마시멜로,2015,,9.78895E+12,3840,843.6,"7,707",2015
41,살인자의 기억법 :김영하 장편소설 ,지은이: 김영하,문학동네,2013,,9.78895E+12,3810,813.7,"7,695",2015
42,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,6,9.78896E+12,17810,810,"7,599",2015
43,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,1,9.78895E+12,4830,833.6,"7,540",2015
44,1그램의 용기 :한비야 에세이 ,지은이: 한비야,푸른숲,2015,,9.79116E+12,3810,818,"7,512",2015
45,백설공주에게 죽음을 ,넬레 노이하우스 지음 ;김진아 옮김,북로드,2011,,9.78899E+12,3850,853,"7,451",2015
46,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,7,9.78896E+12,17810,810,"7,435",2015
47,(책 한 권이 머릿속에 통째로 복사되는) 7번 읽기 공부법 ,야마구치 마유 지음 ;류두진 옮김,위즈덤하우스,2015,,9.78896E+12,13320,373.4,"7,420",2015
48,엄마 수업 :법륜 스님이 들려주는 우리 아이 지혜롭게 키우는 법 ,법륜 지음 ;이순형 그림,한겨례출판,2011,,9.78898E+12,3810,598.1,"7,356",2015
49,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,8,9.78896E+12,17810,810,"7,242",2015
50,구해줘:기욤 뮈소 장편소설,기욤 뮈소 지음;윤미연 옮김,밝은세상,2006,,9.78898E+12,3860,863,"7,214",2015
51,"스물아홉 생일, 1년 후 죽기로 결심했다 ",하야마 아마리 지음 ;장은주 옮김,위즈덤하우스,2012,,9.78896E+12,3830,838,"7,210",2015
52,나를 찾아줘 :길리언 플린 장편소설 ,지은이: 길리언 플린 ;옮긴이: 강선재,푸른숲,2013,,9.78897E+12,3840,843.6,"7,199",2015
53,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,1,9.78896E+12,7910,911.05,"7,170",2015
54,(청소년에게 긍지를 심어 주는)우리 문화 유산 이야기,김용운...[등]지음,효리원,2003,,9.78898E+12,73910,911,"7,128",2015
55,미생 :아직 살아 있지 못한 자,지은이: 윤태호,위즈덤하우스 미디어그룹,2018,9,9.78896E+12,17810,810,"7,126",2015
56,인생 수업 :잘 물든 단풍은 봄꽃보다 아름답다 ,법륜 지음 ;유근택 그림,한겨레출판,2013,,9.78898E+12,3200,199.1,"7,022",2015
57,오베라는 남자 :프레드릭 배크만 장편소설 ,지은이: 프레드릭 배크만 ;옮긴이: 최민우,다산북스,2015,,9.79113E+12,3850,859.7,"6,985",2015
58,몽환화 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 민경욱,비채,2014,,9.79119E+12,3830,833.6,"6,924",2015
59,제3인류 :베르나르 베르베르 장편소설 ,베르나르 베르베르 지음 ;전미연 옮김,열린책들,2013-2016,1,9.78893E+12,4860,863,"6,896",2015
60,정의란 무엇인가 ,저자: 마이클 샌델 ;역자: 이창신,김영사,2010,,9.78893E+12,3330,193,"6,854",2015
61,한여름의 방정식 ,지은이: 히가시노 게이고 ;옮긴이: 이혁재,재인,2014,,9.78899E+12,3830,833.6,"6,760",2015
62,내 심장을 쏴라 :정유정 장편소설 ,지은이: 정유정,은행나무,2009,,9.78896E+12,3810,813.6,"6,624",2015
63,"프랑스 아이처럼 :아이, 엄마, 가족이 모두 행복한 프랑스식 육아 ",파멜라 드러커맨 지음 ;이주혜 옮김,북하이브,2012,,9.78893E+12,3320,598.1,"6,607",2015
64,(조선의 마지막 황녀) 덕혜옹주 :권비영 장편소설 ,지은이: 권비영,다산북스,2010,,9.78896E+12,3810,813.7,"6,582",2015
64,7년 후 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 임호경,밝은세상,2012,,9.78898E+12,3860,863,"6,582",2015
66,용의자 X의 헌신,히가시노 게이고 지음;양억관 옮김,현대문학,2006,,9.78897E+12,3830,833.6,"6,421",2015
67,나는 까칠하게 살기로 했다 :상처받지 않고 사람을 움직이는 관계의 심리학 ,양창순 지음,센추리원,2012,,9.789E+12,3320,189.2,"6,343",2015
68,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,3,9.78896E+12,7910,911.05,"6,329",2015
69,(존 가트맨·최성애 박사의) 내 아이를 위한 감정코칭 ,"지은이: 존 가트맨,조벽",한국경제신문 한경BP,2011,,9.78895E+12,13590,598.1,"6,308",2015
70,장하준의 경제학 강의 :지금 우리를 위한 새로운 경제학 교과서 ,장하준 지음 ;김희정 옮김,부키,2014,,9.78896E+12,3320,320,"6,283",2015
71,상실의 시대 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 유유정,문학사상사,2008,,9.78897E+12,3830,833.6,"6,281",2015
72,"나의 한국현대사 :1959-2014, 55년의 기록 ",유시민 지음,돌베개,2014,,9.78897E+12,3900,911.07,"6,269",2015
73,"총, 균, 쇠:무기·병균·금속은 인류의 운명을 어떻게 바꿨는가",재레드 다이아몬드 지음;김진준 옮김,문학사상사,2006,,9.78897E+12,3900,389,"6,247",2015
74,오사카 소년 탐정단 ,히가시노 게이고 지음 ;김난주 옮김,재인,2015,,9.78899E+12,3830,833.6,"6,218",2015
75,에디톨로지 =창조는 편집이다 /Editology ,김정운 지음,북이십일,2014,,9.78895E+12,13180,1.3,"6,206",2015
76,지적 대화를 위한 넓고 얕은 지식,채사장 지음 ,한빛비즈,2014,,9.78899E+12,13100,1.3,"6,157",2015
77,1cm+ =우리 인생에 더하고 싶은 1cm의 □를 찾아서 /일 센티 플러스 ,글: 김은주 ;그림: 양현정,백도씨,2013,,9.78897E+12,3810,818,"6,022",2015
78,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,1,9.78899E+12,3810,813.7,"5,933",2015
79,(대하역사만화) 박시백의 조선왕조실록,글·그림: 박시백,휴머니스트,2005-2006,4,9.78896E+12,7910,911.05,"5,927",2015
80,박사가 사랑한 수식,오가와 요코 지음;김난주 옮김,이레,2004,,9.78896E+12,3830,833.6,"5,908",2015
81,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,5,9.78896E+12,7910,911.05,"5,811",2015
82,그 무렵 누군가 ,히가시노 게이고 지음 ;이혁재 옮김,재인,2014,,9.78899E+12,3830,833.6,"5,781",2015
83,학생가의 살인 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,,9.78899E+12,3830,833.6,"5,749",2015
84,(EBS 다큐프라임) 자본주의 ,EBS MEDIA 기획 ;EBS <자본주의> 제작팀 지음,가나문화콘텐츠,2013,,9.78896E+12,3320,322.01,"5,730",2015
85,아프니까 청춘이다 :인생 앞에 홀로 선 젊은 그대에게 ,김난도 지음,쌤앤파커스,2010,,9.78897E+12,3810,199.5,"5,727",2015
86,천사의 부름 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2011,,9.78898E+12,3860,863,"5,709",2015
87,딸에게 주는 레시피 :공지영 에세이 ,지은이: 공지영 ;그린이: 이장미,한겨레출판,2015,,9.78898E+12,3810,814.7,"5,708",2015
88,너는 나에게 상처를 줄 수 없다 :쉽게 상처받는 사람들을 위한 관계 심리학 ,배르벨 바르데츠키 지음 ;두행숙 옮김,웅진씽크빅,2013,,9.7889E+12,3180,189.2,"5,699",2015
89,연금술사,파울로 코엘료 지음;최정수 옮김,문학동네,2001,,9.78898E+12,3860,879,"5,670",2015
90,십자 저택의 피에로 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,,9.78899E+12,3830,833.6,"5,665",2015
91,"당신, 거기 있어줄래요?:기욤 뮈소 장편소설",기욤 뮈소 [지음];전미연 옮김,밝은세상,2007,,9.78898E+12,3860,863,"5,611",2015
91,강아지똥 ,글: 권정생 ;그림: 정승각,길벗어린이,2012,,9.78899E+12,77810,813.6,"5,611",2015
93,틀려도 괜찮아,마키타 신지 글;유문조 옮김,토토북,2006,,9.78899E+12,77830,833.6,"5,585",2015
94,혼자의 발견 ,지은이: 곽정은,달,2014,,9.78899E+12,3810,818,"5,561",2015
95,스테이트 오브 더 유니언 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은 세상,2014,,9.78898E+12,3840,843.6,"5,559",2015
96,매스커레이드 호텔 =히가시노 게이고 장편소설 /Masquerade hotel ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,,9.78897E+12,3830,833.6,"5,526",2015
97,고래 :천명관 장편소설 ,천명관 지음,문학동네,2004(2009쇄,,9.78898E+12,3810,813.7,"5,433",2015
98,소년이 온다 :한강 장편소설 ,지은이: 한강,창비,2014,,9.78894E+12,3810,813.7,"5,410",2015
99,앵무새 죽이기 ,하퍼 리 지음 ;김욱동 옮김,문예출판사,2007,,9.78893E+12,3840,843.5,"5,383",2015
100,유시민의 글쓰기 특강 ,지은이: 유시민,아름다운사람들,2015,,9.78897E+12,4800,802,"5,325",2015
101,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,11,9.78896E+12,7910,911.05,"5,324",2015
102,아들러 심리학을 읽는 밤 :『미움받을 용기』 기시미 이치로의 아들러 심리학 입문 ,기시미 이치로 지음 ;박재현 옮김,살림출판사,2015,,9.78895E+12,13180,189,"5,322",2015
103,독서 천재가 된 홍대리 :운명을 바꾸는 책 읽기 프로젝트 ,"이지성,정회일 지음",다산북스,2012,,9.78896E+12,3320,29,"5,300",2015
104,(수납의 여왕★털팽이식) 3배속 살림법 ,조윤경 지음,한국물가정보,2013,,9.78896E+12,13590,591,"5,257",2015
105,(지랄발랄 하은맘의) 불량육아 :0~10세 아이 엄마들의 필독서 ,김선미 지음,무한,2012,,9.78896E+12,13370,598.1,"5,241",2015
106,(지랄발랄 하은맘의) 닥치고 군대 육아 ,김선미 지음,RHK(알에이치코리아),2014,,9.78893E+12,13370,598.1,"5,231",2015
107,높고 푸른 사다리 :공지영 장편소설 ,지은이: 공지영,한겨레출판,2013,,9.78898E+12,3810,813.7,"5,210",2015
108,월급쟁이 부자들 :부자아빠 없는 당신이 진짜부자 되는 법 ,이명로 지음,스마트북스,2014,,9.79119E+12,13320,327,"5,201",2015
109,"돈이 모이는 생활의 법칙 =종잣돈, 내집 장만, 알뜰 육아를 위한 작은돈 굴리기 프로젝트 /Daily life habits making money ",짠돌이카페 슈퍼짠 9인 지음,길벗,2014,,9.78897E+12,13320,327.04,"5,173",2015
110,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,6,9.78896E+12,7910,911.05,"5,147",2015
111,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,2,9.78899E+12,3810,813.7,"5,135",2015
112,나오미와 가나코 :오쿠다 히데오 장편소설 ,지은이: 오쿠다 히데오 ;옮긴이: 김해용,위즈덤하우스,2015,,9.78896E+12,3830,833.6,"5,132",2015
113,클로즈업 오사카 =교토·고베·나라 /Close up Osaka ,"유재우,손미경 지음",에디터,2010,,9.78899E+12,14980,981.32802,"5,116",2015
114,시간을 파는 상점 :김선영 장편소설 ,지은이: 김선영,자음과모음,2012,,9.78895E+12,43810,813.7,"5,107",2015
115,마법의 설탕 두 조각,미카엘 엔데 글;유혜자 옮김,한길사,2001,,9.78894E+12,74850,853,"5,060",2015
116,불륜 :파울로 코엘료 장편소설 ,지은이: 파울로 코엘료 ;옮긴이: 민은영,문학동네,2014,,9.78895E+12,3870,879,"5,029",2015
117,생각하는 인문학 :5000년 역사를 만든 동서양 천재들의 사색공부법 ,지은이: 이지성,문학동네,2015,,9.78895E+12,3320,1.3,"5,016",2015
118,그 후에 :기욤 뮈소 장편소설 ,지은이: 기욤 뮈소 ;옮긴이: 전미연,밝은세상,2010,,9.78898E+12,3860,863,"5,013",2015
119,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,7,9.78896E+12,7910,911.05,"4,977",2015
119,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,10,9.78896E+12,7910,911.05,"4,977",2015
121,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,3,9.78895E+12,4830,833.6,"4,969",2015
122,내가 알고 있는 걸 당신도 알게 된다면 :전세계가 주목한 코넬대학교의 인류 유산 프로젝트 ,칼 필레머 지음 ;박여진 옮김,토네이도미디어그룹,2012,,9.78899E+12,3320,331.23,"4,944",2015
123,1Q84 :무라카미 하루키 장편소설,지은이: 무라카미 하루키 ;옮긴이: 양윤옥,문학동네,2009-2010,2,9.78895E+12,4830,833.6,"4,929",2015
124,무지개를 연주하는 소년,"히가시노 게이고 (지은이), 김난주 (옮긴이)",재인,2014,,9.78899E+12,3830,,"4,923",2015
125,"내가 사랑한 유럽 Top10 :꿈만 꾸어도 좋다, 당장 떠나도 좋다 ",글: 정여울 ;기획·사진제공: 대한항공,홍익출판사,2014,,9.78897E+12,13980,982.02,"4,916",2015
126,바다 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2014,,9.78897E+12,74830,833.6,"4,912",2015
127,백종원이 추천하는 집밥 메뉴 52 ,지은이: 백종원 ;이강신,서울문화사,2014,,9.78893E+12,13590,594.51,"4,911",2015
128,다시 아이를 키운다면 :박혜란 할머니가 젊은 부모들에게 주는 맘 편한 육아 이야기 ,박혜란 지음,나무를 심는 사람들,2013,,9.7912E+12,3810,598.1,"4,905",2015
129,예감은 틀리지 않는다 :줄리언 반스 장편소설 ,지은이: 줄리언 반스 ;옮긴이: 최세희,다산북스,2012,,9.78896E+12,3840,843.5,"4,897",2015
130,대화의 신 :토크계의 전설 래리 킹에게 배우는 말하기의 모든 것 ,래리 킹 지음 ;강서일 옮김,위즈덤하우스,2015,,9.78896E+12,13320,331.63,"4,891",2015
131,나는 나의 주인 ,채인선 글 ;안은진 그림,토토북,2010,,9.78896E+12,73190,189,"4,888",2015
132,나는 죽을 때까지 재미있게 살고싶다 :멋지게 나이 들고 싶은 사람들을 위한 인생의 기술 53 ,이근후 지음 ;김선경 엮음,웅진씽크빅,2013,,9.7889E+12,3810,199.7,"4,880",2015
133,보다 :김영하 산문 ,지은이: 김영하,문학동네,2014,,9.78895E+12,3810,814.7,"4,850",2015
134,인페르노,댄 브라운 지음 ;안종설 옮김,문학수첩,2013,1,9.78898E+12,3840,843.6,"4,823",2015
135,솔이의 추석 이야기 ,글·그림: 이억배,길벗어린이,2011,,9.78899E+12,77810,813.7,"4,811",2015
136,더 잡 :더글라스 케네디 장편소설 ,지은이: 더글라스 케네디 ;옮긴이: 조동섭,밝은세상,2013,,9.78898E+12,,843.5,"4,805",2015
137,엄마의 말공부 :기적 같은 변화를 불러오는 작은 말의 힘 ,이임숙 지음,카시오페아,2015,,9.79119E+12,13590,378.9,"4,794",2015
138,질풍론도 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;권남희 옮김,쌤앤파커스,2014,,9.78897E+12,3830,833.6,"4,791",2015
139,나는 생각이 너무 많아 :넘치는 생각 때문에 삶이 피곤한 사람들을 위한 심리 처방 ,크리스텔 프티콜랭 지음 ;이세진 옮김,부키,2014,,9.78896E+12,3180,181.3,"4,758",2015
140,습관의 재발견 :기적 같은 변화를 불러오는 작은 습관의 힘 ,스티븐 기즈 지음 ;구세희 옮김,비즈니스북스,2014,,9.789E+12,13190,181.845,"4,755",2015
141,만희네 집,글·그림: 권윤덕,길벗어린이,2006,,9.78899E+12,77810,813.6,"4,725",2015
142,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,12,9.78896E+12,7910,911.05,"4,706",2015
143,(잠수네 아이들의) 소문난 교육로드맵 :국영수사과 ,이신애 지음,알에이치코리아,2013,,9.78893E+12,4370,373.4,"4,703",2015
144,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,5,9.78899E+12,3810,813.7,"4,697",2015
145,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,8,9.78896E+12,7910,911.05,"4,687",2015
145,바람이 분다 당신이 좋다 :이병률 여행산문집 ,지은이: 이병률,달출판사,2012,,9.78899E+12,3810,818,"4,687",2015
147,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,2007,,9.78899E+12,3840,843,"4,678",2015
148,공중그네:오쿠다 히데오 장편소설,오쿠다 히데오 지음;이영미 옮김,은행나무,2005,,9.78896E+12,3830,833.6,"4,671",2015
149,잠수네 프리스쿨 영어공부법 :엄마와 아이가 모두 행복한 5세·6세·7세 로드맵 ,이신애 지음,RHK(알에이치코리아),2014,,9.78893E+12,3740,740.7,"4,669",2015
149,어떻게 살 것인가 ,지은이: 유시민,아름다운사람들,2013,,9.78897E+12,3810,340.4,"4,669",2015
151,색채가 없는 다자키 쓰쿠루와 그가 순례를 떠난 해 :무라카미 하루키 장편소설 ,지은이: 무라카미 하루키 ;옮긴이: 양억관,민음사,2013,,9.78894E+12,3830,833.6,"4,666",2015
152,"줄리어스, 어디 있니? ",글·그림: 존 버닝햄 ;옮김: 김정희,현북스,2013,,9.789E+12,77840,843,"4,661",2015
153,지금 여기 깨어있기 :법륜 스님의 깨달음 이야기 ,지은이: 법륜,정토출판,2014,,9.78899E+12,3220,224.8,"4,658",2015
154,습관의 힘 :반복되는 행동이 만드는 극적인 변화 ,찰스 두히그 지음 ;강주헌 옮김,웅진씽크빅,2012,,9.7889E+12,3320,181.845,"4,635",2015
155,허삼관 매혈기:위화 장편소설,위화 [지음];최용만 옮김,푸른숲,2007,,9.78897E+12,3820,823.7,"4,597",2015
156,개를 훔치는 완벽한 방법 ,바바라 오코너 지음 ;신선해 옮김,다산북스,2008,,9.78899E+12,3840,843,"4,576",2015
157,신 :베르나르 베르베르 장편소설,베르나르 베르베르 [지음] ;이세욱 옮김,열린책들,2008-2009,1,9.78893E+12,4860,863,"4,575",2015
157,그래도 괜찮은 하루 ,구작가 글·그림,위즈덤하우스,2015,,9.78896E+12,3810,818,"4,575",2015
159,심플하게 산다 ,도미니크 로로 지음 ;김성희 옮김,바다출판사,2012,,9.78896E+12,13320,864,"4,542",2015
160,해리포터와 마법사의 돌,조앤 K. 롤링 지음;김혜원 옮김,문학수첩,1999,11,9.78898E+12,4840,843,"4,533",2015
161,세상에서 제일 힘센 수탉 ,글쓴이: 이호백 ;그린이: 이억배,재미마주,1997,,9.78899E+12,77810,813.6,"4,520",2015
162,신참자 ,히가시노 게이고 지음 ;김난주 옮김,재인,2012,,9.78899E+12,3830,833.6,"4,489",2015
163,보통의 존재 :이석원 산문집 ,지은이: 이석원,달,2009,,9.78899E+12,3800,818,"4,488",2015
164,그림의 힘 =최상의 리듬을 찾는 내 안의 새로운 변화 /The power of masterpiece ,김선현 지음,Eight point(에이트 포인트),2015,,9.789E+12,3320,512.5156,"4,482",2015
165,부자언니 부자특강 :평범한 월급쟁이 부자되는 공식 ,유수진 지음,세종서적,2015,,9.78898E+12,13320,327.04,"4,471",2015
166,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,14,9.78896E+12,7910,911.05,"4,467",2015
167,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,16,9.78896E+12,7910,911.05,"4,451",2015
168,지적 대화를 위한 넓고 얕은 지식,채사장 지음,한빛비즈,2015,2,9.78899E+12,13100,1.3,"4,437",2015
169,"잠수네 초등 1, 2학년 공부법 :영어수학국어 ",이신애 지음,RHK(알에이치코리아),2015,,9.78893E+12,4370,375.3,"4,436",2015
170,마법천자문 :손오공의 한자 대탐험,"저자: 스튜디오시리얼,홍거북",아울북,2005-2020,27,9.78895E+12,77720,711.4,"4,425",2015
171,패럴렐 월드 러브 스토리 ,지은이: 히가시노 게이고 ;옮긴이: 김난주,재인,2014,,9.78899E+12,3830,833.6,"4,412",2015
172,모모,미하엘 엔데 지음;한미희 옮김,비룡소,1999,,9.78895E+12,43850,853,"4,407",2015
172,악의 :히가시노 게이고 장편소설 ,히가시노 게이고 [지음] ;양윤옥 옮김,현대문학,2008,,9.78897E+12,3830,833.6,"4,407",2015
174,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,3,9.78899E+12,3810,813.7,"4,395",2015
175,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,15,9.78896E+12,7910,911.05,"4,392",2015
176,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,9,9.78896E+12,7910,911.05,"4,388",2015
177,제3인류 :베르나르 베르베르 장편소설 ,베르나르 베르베르 지음 ;전미연 옮김,열린책들,2013-2016,2,9.78893E+12,4860,863,"4,370",2015
178,고구려 :김진명 역사소설,지은이: 김진명,새움출판사,2011-2016,4,9.78899E+12,3810,813.7,"4,363",2015
179,원 플러스 원 :가족이라는 기적 ,조조 모예스 지음 ;오정아 옮김,살림,2014,,9.78895E+12,3840,843.6,"4,341",2015
180,책 먹는 여우,프란치스카 비어만 지음;김경연 옮김,김영사,2001,,9.78893E+12,73850,853,"4,339",2015
181,(대하역사만화)박시백의 조선왕조실록,박시백 글·그림,휴머니스트,2005-2013,13,9.78896E+12,7910,911.05,"4,338",2015
182,도깨비를 빨아 버린 우리 엄마,사토 와키코,한림출판사,1991,,9.78897E+12,77890,,"4,334",2015
183,바보 빅터 :17년 동안 바보로 살았던 멘사 회장의 이야기 ,"지은이: 호아킴 데 포사다,레이먼드 조",한국경제신문 한경BP,2018,,9.78895E+12,13840,848,"4,325",2015
