순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,year
26,왜란 종결자,이우혁 지음,들녘,1998,2,9.78898E+12,3810,813.6,370,2000
27,왜란종결자,이우혁 지음,들녘,1998,3,9.78898E+12,3810,813.6,362,2000
28,연어,안도현 지음,문학동네,1996,,9.78899E+12,3810,813.8,358,2000
29,초등학생을 위한 공부방법,"이덕환 (그림), 남춘자",한가람,1998,,9.78899E+12,,,357,2000
30,(특급만화)수수께끼 짱,김호경 글구성.그림,능인,1999,,9.78894E+12,73810,31,355,2000
30,미리 쓰는 유서:이우각 풍자 에세이,이우각 지음,장원,1995,1,9.78898E+12,3810,814.6,355,2000
32,(돌아온 진돗개) 백구 ,글쓴이: 송재찬 ;그린이: 송진헌,대교출판,2000,,9.78894E+12,73810,813.7,345,2000
33,예수님이 들려주는 99가지 이야기,양태석 글;김호경 그림,능인,1999,,9.78894E+12,77230,233,341,2000
33,(만화로 보는)교과서 속의 한국 인물 50,주재홍 글.그림,청솔출판사,1999,,9.78897E+12,73910,991.1,341,2000
35,(우리고전) 금오신화 ,원작: 김시습 ;글구성·그림: 박종관,능인,1997,,9.78894E+12,77810,813.5,340,2000
36,퇴마록,이우혁 지음.,들녘,1994-1999,2,9.78898E+12,3810,813.6,339,2000
36,파이로 매니악=Pyromaniac,이우혁 지음.,미컴,1998,1,9.78899E+12,4810,813.6,339,2000
36,"국진이형! 나, 텔레토비예요",웃음공장 글;윤은희 그림,좋은친구들,1999,,9.78899E+12,73810,817,339,2000
39,비상하는 매:홍정훈 판타지 장편소설,홍정훈 지음.,자음과 모음,1999,1,9.78899E+12,4810,813.6,338,2000
40,광수생각= Kwangsoo's thoughts ,[박광수 저],소담출판사,1998,,9.78897E+12,73810,657.1,336,2000
40,퇴마록:국내편,이우혁 지음,들녘,1994,1,9.78898E+12,3810,813.6,336,2000
40,퇴마록:세계편,이우혁 지음.,들녘,1994,3,9.78898E+12,3810,813.6,336,2000
43,귀환병 이야기:이수영 판타지 장편소설,이수영 지음.,황금가지,1998,1,9.78898E+12,4810,813.6,334,2000
44,호기심 왕국,나이테 글;김병수 그림.,문공사,1998,3,9.78895E+12,63400,400,332,2000
45,가즈 나이트:이경영 판타지 장편소설=God's knight,이경영 지음.,자음과 모음,1999,2,9.78899E+12,4810,813.6,330,2000
46,둘리 공룡일기,김수정 만화;권민수 글,대교출판,1997,,9.78894E+12,77810,657,327,2000
47,우리들의 일그러진 영웅,이문열 지음,다림,1999,,9.78899E+12,73810,813.6,325,2000
48,나보다 많이 먹는데도 날씬한 아이들의 30가지 비결,박신식 글씀;원혜진 그림,문공사,1998,,9.78895E+12,63800,517.52,324,2000
48,상실의 시대 ,무라카미 하루키 지음 ;유유정 옮김,문학사상사,1999,,9.78897E+12,3830,833.6,324,2000
50,(김진명 장편소설)무궁화꽃이 피었습니다,김진명 지음.,해냄,1994,2,9.78897E+12,3810,813.6,322,2000
51,마지막 해커=(The)last hacker,황유석 지음.,두리,1998,1,9.78898E+12,4810,813.6,321,2000
52,묵향,전동조 지음,명상,1999-2002,1,9.78897E+12,4810,813.6,320,2000
53,마지막 해커=(The)last hacker,황유석 지음.,두리,1998,2,9.78898E+12,4810,813.6,317,2000
54,람세스 1 - 빛의 아들,크리스티앙 자크,문학동네,1997,1,9.78898E+12,3860,,315,2000
55,(김진명 장편소설)무궁화꽃이 피었습니다,김진명 지음.,해냄,1994,1,9.78897E+12,3810,813.6,312,2000
56,만화 채근담 - 따옥이와 함께 하는 마음공부,권혁준,파랑새,2005,,9.78897E+12,,,310,2000
57,한반도:김진명 장편소설,김진명 저.,해냄출판사,1999,2,9.78897E+12,4810,813.6,307,2000
58,가즈나이트:이경영 판타지 장편소설=God's knight,이경영 지음,자음과 모음,1999-2002,12,9.78899E+12,4810,813.6,306,2000
59,퇴마록:말세편,이우혁 지음,들녘,1999-2001,2,9.78898E+12,4810,813.6,305,2000
60,퇴마록:말세편,이우혁 지음,들녘,1999-2001,1,9.78898E+12,4810,813.6,304,2000
61,이노센트=Innocent,이경영 지음,자음과 모음,1999-2000,1,9.78898E+12,4810,813.6,302,2000
61,나는 꼬마 마술사,홍성국 글.그림,푸른기획,1997,,9.78899E+12,73690,689,302,2000
63,(임경배 판타지 장편소설)카르세아린,임경배 지음.,자음과 모음,1999,1,9.78899E+12,4810,813.6,301,2000
64,마술특급,IQ만화 연구회 구성,능인,1998,,9.78894E+12,77810,689.3,300,2000
64,미키의 모험 여행,아즈 스타디오 구성;홍해식 번역,문공사,1997,,9.78895E+12,77650,650,300,2000
66,굳세어라 옥련아,이인직 원작;한결 구성.그림,문공사,1999,,9.78895E+12,67800,813.8,299,2000
66,까불이 만화 구운몽,지성훈,파랑새어린이,1999,,9.78897E+12,,,299,2000
68,(신경숙 장편소설)기차는 7시에 떠나네,신경숙 지음,문학과 지성사,1999,,9.78893E+12,3810,813.6,298,2000
68,영어 일기=Hi! my diary,봉현선 엮음;김효진 [공]그림,글동산,2005,,9.78898E+12,73740,746,298,2000
70,워드프로세서 2급 필기,장덕철,영진닷컴,1993,,9.78893E+12,,,297,2000
71,눈물,하병무 지음,밝은세상,1999,,9.78899E+12,3810,813.6,295,2000
72,호기심 왕국,나이테 글;김병수 그림,문공사,1998,,9.78895E+12,63400,400,292,2000
72,(김진명 장편소설)하늘이여 땅이여,김진명 지음.,해냄출판사,1998,2,9.78897E+12,3810,813.6,292,2000
72,하얀 로냐프 강,이상균 지음.,자음과 모음,1999,1,9.78899E+12,4810,813.6,292,2000
75,(저학년)공포에 떠는 지렁이,김능원 외지음,자유지성사,1999,,9.78898E+12,73810,539.9,289,2000
76,(얼렁뚱땅 재미있는)이야기 보따리,[아이세상]편집부 엮음;최은영 외그림,아이세상,1999,,9.78899E+12,73810,813.8,286,2000
77,몽실 언니 :권정생 소년소설 ,지은이: 권정생 ;그린이: 이철수,창작과비평사,2000,,9.78894E+12,73810,813.6,285,2000
77,(뚱딴지)우리말 여행,양태석 글;김우영 만화,중앙M&B,1998,,9.78898E+12,73380,710,285,2000
79,"(허준과) 동의보감 :인간에의 의술, 그리고 동양 최고의 의서 ",글쓴이: 이광웅 ;그린이: 홍성찬,예림당,1998,,9.78899E+12,73810,998.5,283,2000
80,텔미썸딩,쿠엔씨필름 원작;서이영 지음,글읽는세상,1999,,9.78899E+12,3810,813.6,282,2000
81,영어는 무조건 통암기가 최고다 2,임삼진,현재,2001,,9.78899E+12,,,280,2000
82,(초등학생이 가장 궁금해하는)신비한 우주 이야기 30,장수하늘소 지음;김혜숙 그림,두산동아,2005,,9.7889E+12,73440,443,279,2000
82,용가리,김길빈 글,예림당,1999,,9.78899E+12,73680,813.6,279,2000
82,국진이와 사오정은 친구,편집부,좋은친구들,1999,,9.78899E+12,,,279,2000
85,허생전 옥단춘전,김이중,능인,1994,,9.78894E+12,77810,,278,2000
85,이수일과 심순애,조일재 작;박종관 그림,문공사,1999,,9.78895E+12,67800,813.6,278,2000
85,귀환병 이야기:이수영 판타지 장편소설,이수영 지음.,황금가지,1998,3,9.78898E+12,4810,813.6,278,2000
88,우리집 난폭자 리틀 콩,신문수 지음,두산동아,1996,,9.7889E+12,77690,657,277,2000
89,퇴마록:혼세편,이우혁 지음.,들녘,1996,4,9.78898E+12,3810,813.6,276,2000
89,가즈 나이트:이경영 판타지 장편소설=God's knight,이경영 지음.,자음과 모음,1999,6,9.78899E+12,4810,813.6,276,2000
91,하늘 호수로 떠난 여행,류시화 지음,열림원,1997,,9.78897E+12,3810,818,275,2000
91,비상하는 매:홍정훈 판타지 장편소설,홍정훈 저.,자음과 모음,1999,2,9.78899E+12,4810,813.6,275,2000
93,창선감의록 - 만화로보는우리고전,신응섭,능인(NIBOOK),1996,,9.78894E+12,,,274,2000
93,호기심 왕국,나이테 글;김병수 그림.,문공사,1998,2,9.78895E+12,63400,400,274,2000
95,가즈나이트:이경영 판타지 장편소설=God's knight,이경영 지음,자음과 모음,1999-2002,11,9.78899E+12,4810,813.6,272,2000
95,마법의 검:이현상 판타지 장편소설,이현상 지음,자음과 모음,1999-2000,1,9.78899E+12,4810,813.6,272,2000
97,교과서를 만화로 공부해요,탁영호 글.그림,삼성출판,1996,3,9.78892E+12,,375.471,271,2000
97,헤라클레스,디즈니 사 지음;오제운 옮김,지경사,1997,,9.78893E+12,73840,843,271,2000
97,조선 27 왕조실록,서정원 글씀;이태원 그림,문공사,1998,,9.78895E+12,67910,911.05,271,2000
97,그림을 쉽게 그릴 수 있어요,김동석;진승미 [공]지음,대길,1998,,9.78897E+12,73650,650,271,2000
97,일식:히라노 게이치로 장편소설,히라노 게이치로 지음;양윤옥 옮김,문학동네,1999,,9.78898E+12,3830,833.6,271,2000
102,"아무도 모를거야, 내가 누군지",김향금 글;이혜리 그림,보림,1998,,9.78894E+12,77810,911,269,2000
102,묵향,전동조 지음,명상,1999-2002,2,9.78897E+12,4810,813.6,269,2000
102,(전민희 장편소설)세월의 돌,전민희 지음,자음과 모음,1999-2000,1,9.78898E+12,4810,813.6,269,2000
105,(임경배 판타지 장편소설)카르세아린,임경배 지음.,자음과 모음,1999,2,9.78899E+12,4810,813.6,268,2000
105,천 년을 만든 인물 20,우리누리 글,홍익미디어플러스,1998,,9.78899E+12,73900,990,268,2000
107,(저학년)교과서에 실린 이솝우화,이솝 지음;전병준 외그림,꿈동산,1999,,9.78895E+12,73890,892.1,267,2000
108,뚝딱 명심보감:저학년,김병수 글.그림,문공사,1999,,9.78895E+12,67190,199,266,2000
109,(현직초등학교 선생님이 들려주는)친구에게 인기있는 아이들의 40가지  이유,소중애 글씀;원혜진 그림,문공사,1998,,9.78895E+12,63800,194,264,2000
109,(상상력)만화 퀴즈,김충원 글.그림,진선,1996,,9.78897E+12,74370,31,264,2000
109,한반도:김진명 장편소설,김진명 저,해냄출판사,1999,1,9.78897E+12,4810,813.6,264,2000
109,아기공룡 둘리:얼음별 대 모험,김수정 원작,계림닷컴,2000,,9.78898E+12,73830,813.6,264,2000
113,한권으로 읽는 조선왕조실록,박영규 지음,들녘,1998,,9.78898E+12,3900,911.05,262,2000
114,교과서를 만화로 공부해요,탁영호 글.그림,삼성출판,1996,4,9.78892E+12,,375.471,261,2000
115,(황수관박사의)호기심 천국,호기심천국제작팀 지음,한국과학문화재단,1998,,9.78897E+12,63400,400,259,2000
116,(내 두뇌에 날개를 달아주는)생각의 도구,가토 마사하루 지음;박세훈 옮김,북21,2003,,9.78895E+12,13320,181.53,258,2000
117,외눈박이 물고기의 사랑:류시화 시집,류시화 지음,열림원,1996,,9.78897E+12,3810,811.6,257,2000
117,풍경,원성 글.그림,이레,1999,,9.78899E+12,3810,811.6,257,2000
119,(임경배 판타지 장편소설)카르세아린,임경배 지음.,자음과 모음,1999,4,9.78899E+12,4810,813.6,256,2000
120,꼴찌만 했던 천재들,신응섭 글.그림,진선출판사,1999,,9.78897E+12,74990,379.29,254,2000
120,마법의 검:이현상 판타지 장편소설,이현상 지음,자음과 모음,1999-2000,2,9.78899E+12,4810,813.6,254,2000
122,비밀 91+α,김성종,명지사,1991,,9.78897E+12,,,253,2000
123,인현왕후전 - 만화로 보는 우리고전,허순봉,능인(NIBOOK),1994,,9.78894E+12,,,252,2000
124,뚱딴지 북한 탐방,박영규 지음;김우영 그림,대교출판,1997,,9.78894E+12,73810,309,251,2000
124,가지 않은 길:김문수 장편소설,김문수 지음,좋은날,1999,,9.78899E+12,3810,813.6,251,2000
124,마왕의 육아일기,방지나 지음.,자음과모음,1998,1,9.78899E+12,4810,813.6,251,2000
124,가즈나이트:이경영 판타지 장편소설=God's knight,이경영 지음,자음과 모음,1999-2002,13,9.78899E+12,4810,813.6,251,2000
128,좀머 씨 이야기,파트리크 쥐스킨트 지음;유혜자 옮김,열린책들,1992,,9.78893E+12,3850,853,250,2000
128,(IQ만화)으악 특급,IQ만화연구회 구성,능인,1996,,9.78894E+12,77810,813.8,250,2000
128,호기심 왕국,나이테 글;김병수 그림.,문공사,1999,4,9.78895E+12,63400,400,250,2000
128,쉬리:정석화 장편소설,정석화 지음,다른세상,1999,,9.78898E+12,3810,813.6,250,2000
128,365일 성적올리는 공부법,탁정언 지음;한흥기 그림,우진출판,1995,,9.78898E+12,73810,373,250,2000
133,묵향,전동조 지음,명상,1999-2002,3,9.78897E+12,4810,813.6,249,2000
133,자석마술,폴 도허티;김영주 옮김,성인,1995,,9.78899E+12,78420,691,249,2000
135,한중록 - 만화로보는우리고전,한규룡,능인(NIBOOK),1994,,9.78894E+12,,,248,2000
135,단종애사,이광수 원작;한결 구성.그림,문공사,1999,,9.78895E+12,67800,813.6,248,2000
137,쥐구멍에 들어가 봤더니,원유순 글;하상철 그림,여명출판사,1999,,9.78898E+12,74810,813.6,247,2000
137,지혜 짱 만화 명심보감,김석호 글;김석천 그림,글송이,1999,,9.78899E+12,77150,199.1,247,2000
139,맹꽁이 서당,글·그림: 윤승운,웅진출판,1995,4,9.7889E+12,77910,911,246,2000
139,명탐정 뚱딴지,김우영 글.그림,파랑새어린이,1999,,9.78897E+12,77810,813.6,246,2000
139,(암흑 제국의)패리어드:이수영 판타지 장편소설,이수영 지음,황금가지,1999,1,9.78898E+12,4810,813.6,246,2000
139,다시 만난 어린왕자,장 피에르 다비트 지음;김정란 옮김,이레,1998,,9.78899E+12,3860,863,246,2000
143,나는 빠리의 택시운전사,홍세화 지음,창작과 비평사,1995,,9.78894E+12,3810,818,245,2000
143,토종 우리말 박사,신윤주,능인(NIBOOK),1995,,9.78894E+12,,,245,2000
143,초등학생 때 하지 않으면 안될 56가지,소중애 글씀;원혜진 그림,문공사,1998,,9.78895E+12,63890,199.1,245,2000
143,수학 귀신 :수학을 싫어하는 한 소년이 수학의 원리를 깨우치기까지 ,한스 마그누스 엔첸스베르거 글 ;고영아 옮김,비룡소,1998,,9.78895E+12,43850,410,245,2000
147,(만화로 보는)세계사 1000년,나이테 글구성;박종관 그림,문공사,1998,,9.78895E+12,67900,909,244,2000
148,(사고뭉치)우리말 박사,보물섬 글;도기성 [공]그림.,웅진출판,1997,1,9.7889E+12,74710,710,241,2000
148,부처님이 들려주는 108가지 이야기,양태석 글;이범기 그림,능인,1999,,9.78894E+12,77220,220,241,2000
148,(만화)허준과 동의보감,황인환 글.그림,문공사,1999,,9.78895E+12,73900,998.5,241,2000
148,(전민희 장편소설)세월의 돌,전민희 지음,자음과 모음,1999-2000,2,9.78898E+12,4810,813.6,241,2000
152,(나의 눈이 되어 준)안내견 탄실이,고정욱 글;김동성 그림,대교출판,2000,,9.78894E+12,73810,813.6,239,2000
152,묵향,전동조 지음,명상,1999-2002,6,9.78897E+12,4810,813.6,239,2000
154,왜란종결자,이우혁 지음,들녘,1998,4,9.78898E+12,3810,813.6,238,2000
155,(소설)자귀모,김은서 지음;홍주리 원작,씨앗을 뿌리는 사람들,1999,,9.78899E+12,3810,813.6,237,2000
156,한글 Windows 98,이조범 저,크라운출판사,1998,,9.78894E+12,93560,5.43,236,2000
156,(저학년)용기가 커지는 만화,박종관 구성.만화,문공사,1999,,9.78895E+12,67800,199,236,2000
156,비상하는 매:홍정훈 판타지 장편소설,홍정훈 저.,자음과 모음,1999,3,9.78899E+12,4810,813.6,236,2000
159,아주 특별한 우리 형 - 눈높이 어린이 문고 33,"고정욱 (지은이), 송진헌 (그림)",대교출판,1999,,9.78894E+12,73810,,235,2000
159,협객기:이지련 장편소설,이지련 지음.,상상미디어,1999,1,9.78899E+12,4810,813.6,235,2000
161,김약국의 딸들박경리 장편소설 ,박경리,나남출판,1997,,9.78893E+12,3810,813.6,234,2000
161,가즈나이트:이경영 판타지 장편소설=God's knight,이경영 지음,자음과 모음,1999-2002,10,9.78899E+12,4810,813.6,234,2000
163,맹꽁이 서당 3 - 선조편,윤승운,웅진출판,1998,1,9.7889E+12,,,233,2000
163,노트르담의 꼽추,빅토르 위고,능인,1995,,9.78894E+12,,,233,2000
165,아인슈타인,한결 글구성.그림,능인,1997,,9.78894E+12,77990,998.4,232,2000
166,환상특급체험 - 눈으로 즐기는 착시마법의 놀라운 세계 38가지,아이매직연구회,두산동아,1999,,9.7889E+12,73690,,231,2000
166,뚱딴지 뚱보 나라 탐방,임정진 글;김우영 그림,대교출판,1997,,9.78894E+12,73810,517,231,2000
166,가즈 나이트:이경영 판타지 장편소설=God's knight,이경영 지음.,자음과 모음,1999,1,9.78899E+12,4810,813.6,231,2000
169,퇴마록:혼세편,이우혁 지음.,들녘,1995,2,9.78898E+12,3810,813.6,230,2000
169,(임경배 판타지 장편소설)카르세아린,임경배 지음.,자음과 모음,1999,3,9.78899E+12,4810,813.6,230,2000
171,(만화로 보는)108가지 속담 이야기,이효성 지음;서영수 그림,지경사,1998,,9.78893E+12,73810,388.6,229,2000
172,사고뭉치 만득이,노정환 엮음;강진호 그림,한국어린이교육연구원,1997,,9.78898E+12,73810,817,227,2000
173,왕따 당하지 않는 비결 55가지,우리기획 글;김옥현 그림,삼성출판사,1999,,9.78892E+12,63370,372.6,226,2000
173,백두산 호랑이 왕대,바이코프 원작;이향원 만화,대교출판,1995,,9.78894E+12,77650,892.8,226,2000
173,(만화로 보는)119 구조대,김영권 글.그림,유진,1998,,9.78897E+12,77300,512.29,226,2000
173,돼지의 일기,박덕은 지음;신응섭 그림,가교,1998,,9.78898E+12,3810,813.8,226,2000
173,나는 희망의 증거가 되고 싶다:가발공장에서 하버드까지,서진규 지음,북하우스,1999,,9.78899E+12,3810,818,226,2000
178,묵향,전동조 지음,명상,1999,4,9.78897E+12,4810,813.6,225,2000
179,(저학년)지혜가 자라는 만화,심의섭 글.그림,문공사,1999,,9.78895E+12,67800,199,224,2000
179,만화로 보는 교과서 속의 세계인물 65 - 청솔 만화 역사 4,주재홍 (지은이),청솔,1999,,9.78897E+12,73910,,224,2000
179,(맞아죽을 각오를 하고 쓴)한국·한국인 비판,이케하라 마모루 지음,중앙M&B,1999,,9.78898E+12,13080,309.11,224,2000
179,공자가 죽어야 나라가 산다,김경일 지음,바다출판사,2000,,9.78899E+12,3810,309.111,224,2000
179,(임경배 판타지 장편소설)카르세아린,임경배 지음.,자음과 모음,1999,6,9.78899E+12,4810,813.6,224,2000
184,(이 정도는 알아야 할)저학년 명심보감,이범기 글.그림,계림출판사,1998,,9.78898E+12,77140,199,223,2000
184,쎄느강은 좌우를 나누고 한강은 남북을 가른다 :문화비평 에세이 ,지은이: 홍세화,한겨레신문사,1999,,9.78898E+12,3810,814.62,223,2000
184,용의 신전,김예리 지음,자음과모음,1998,1,9.78899E+12,4810,813.6,223,2000
184,(임경배 판타지 장편소설)카르세아린,임경배 지음.,자음과 모음,1999,7,9.78899E+12,4810,813.6,223,2000
188,(공지영 장편소설)고등어,공지영 지음,웅진출판,1994,,9.7889E+12,33810,813.6,222,2000
188,도전! 퀴즈 호기심 해결,안재윤 엮음;그림공장 그림,대길,1998,,9.78897E+12,73650,31,222,2000
188,퇴마록:국내편,이우혁 지음,들녘,1994,2,9.78898E+12,3810,813.6,222,2000
191,못말리는 괴짜과학,이범기,두산동아,1999,,9.7889E+12,77690,,221,2000
191,묵향,전동조 지음,명상,1999,5,9.78897E+12,4810,813.6,221,2000
191,고학년을 웃긴 한국 이야기,신현신 엮음;양나리 그림,한국어린이교육연구원,1998,,9.78898E+12,73810,813.8,221,2000
194,뚱딴지 일본 탐방,김용운 지음;김우영 그림,대교출판,1996,,9.78894E+12,77810,309,220,2000
194,(趙廷來 大河小說)아리랑/趙廷來 大河小說,조정래 저.,해냄,1995,1,9.78897E+12,,813.6,220,2000
196,이노센트=Innocent,이경영 지음,자음과 모음,1999-2000,2,9.78898E+12,4810,813.6,219,2000
197,어린이 철학 만화,우리누리 지음;윤정주 그림,지경사,1997,,9.78893E+12,77100,100,218,2000
197,골치폭탄 덜렁이 선생님,이영 지음,예림당,1996,,9.78895E+12,73810,813.8,218,2000
197,성검전설,홍성호 지음,자음과 모음,1999-2000,1,9.78898E+12,4810,813.6,218,2000
200,떴다! 사오정:우리 시대의 마지막 사오정,신만종 엮음김진겸 그림,꿈동산,1999,,9.78895E+12,73810,817,217,2000
1,뚱딴지 명언 산책,김우영 글.그림,재능출판,1997,,9.78898E+12,77810,199.1,"2,356",2001
2,(조창인 장편소설)가시고기,조창인 지음,밝은세상,2000,,9.78898E+12,3810,813.6,"1,243",2001
3,"말할 수 있는 중국어, 들을 수 있는 중국어:생활회화",류기수 지음,백산서당,1997,,9.78897E+12,3720,727.5,"1,232",2001
4,어린이가 지구를 살리는 50가지 방법,존 자브나,현암사,1991,,9.78893E+12,,,"1,191",2001
5,미스코리아 대회를 폭파하라,김신명숙 지음,이프,1999,,9.789E+12,3810,813.6,961,2001
6,(나의 눈이 되어 준)안내견 탄실이,고정욱 글;김동성 그림,대교출판,2000,,9.78894E+12,73810,813.6,822,2001
7,백두산 호랑이 왕대,바이코프 원작;이향원 만화,대교출판,1995,,9.78894E+12,77650,892.8,760,2001
8,연금술:현자의 돌,Andrea Aromatico 지음;성기완 옮김,시공사,1998,,9.78897E+12,3430,409,734,2001
9,오체 불만족,오토다케 히로타다 지음;전경빈 옮김,창해,1999,,9.78898E+12,3830,838,702,2001
10,아버지:김정현 장편소설,김정현 지음,문이당,1996,,9.78897E+12,3810,813.6,671,2001
11,명탐정 뚱딴지,김우영 글.그림,파랑새어린이,1999,,9.78897E+12,77810,813.6,649,2001
12,(만화로 보는)신라 왕조 1000년,허순봉 글구성;박종관 그림,능인,1998,,9.78894E+12,77910,911.034,582,2001
13,고학년 성교육 동화:아름다운 우리 친구들의 성 이야기,박정화 글;이범기 그림,계림닷컴,2000,,9.78898E+12,64800,334.225,565,2001
13,내작은 뜨락에도,이재심 지음,가나안출판사,2003,,9.78899E+12,54333,811.6,565,2001
15,이노센트=Innocent,이경영 지음,자음과 모음,1999-2000,1,9.78898E+12,4810,813.6,560,2001
16,예수님이 들려주는 99가지 이야기,양태석 글;김호경 그림,능인,1999,,9.78894E+12,77230,233,552,2001
17,"미술, 공간, 도시:공공미술과 도시의 미래",맬컴 마일스 지음;박삼철 옮김,학고재,2000,,9.78899E+12,3600,539.7,520,2001
18,(만화로 보는)고구려 왕조 700년,허순봉 글구성;박종관 그림,능인,1998,,9.78894E+12,77910,911.032,515,2001
18,반갑습네다,조대현 외글;백명식 그림,파랑새어린이,2000,,9.78897E+12,73810,813.6,515,2001
20,그러니까 당신도 살아,오히라 미쓰요 지음;양윤옥 옮김,북하우스,2000,,9.78899E+12,3830,838,513,2001
21,왜란 종결자,이우혁 지음,들녘,1998,1,9.78898E+12,3810,813.6,512,2001
22,꿀강아지 똥강아지,신현배 엮음,우리교육,2000,,9.78898E+12,73810,813.5,506,2001
23,세계 4대 문명 이야기,허순봉 글;한결 그림,능인,2000,,9.78894E+12,77900,909.2,496,2001
24,뚝딱 우리말:저학년,나이테 글;심의섭 그림,문공사,1999,,9.78895E+12,67710,710,482,2001
25,퇴마록:세계편,이우혁 지음,들녘,1995,1,9.78898E+12,3810,813.6,480,2001
25,클릭! 이메일 우정 만들기,이성 글;김윤경 그림,가람문학사,2000,,9.78899E+12,63810,813.6,480,2001
27,성검전설,홍성호 지음,자음과 모음,1999-2000,1,9.78898E+12,4810,813.6,478,2001
28,(만화로 보는)고려 왕조 500년,허순봉 글구성;박종관 그림,능인,1997,,9.78894E+12,77910,911.04,469,2001
29,모순:양귀자 장편소설,양귀자 지음,살림출판사,1998,,9.78899E+12,3810,813.6,466,2001
30,해리포터와 비밀의 방,조앤 K. 롤링 지음;김혜원 옮김,문학수첩,2000,2,9.78898E+12,4840,843,462,2001
31,왕따! 이야기,공숙자 글씀;이해광 그림,계림출판사,1999,,9.78898E+12,64800,370.88,461,2001
32,e-재밌는 과학 e-엄청난 발명,최달수 글·그림,문공사,2000,,9.78895E+12,67400,507.5,459,2001
32,미리 쓰는 유서:이우각 풍자 에세이,이우각 지음,장원,1995,1,9.78898E+12,3810,814.6,459,2001
34,해리포터와 불의 잔,조앤 K. 롤링 지음;최인자 [공]옮김,문학수첩,2000,41,9.78898E+12,4840,843,458,2001
34,할머니 품은 벙어리 장갑보다 따뜻해,남미영 글;신은재 그림,세상모든책,2000,,9.78899E+12,74810,813.6,458,2001
36,(돌아온 진돗개) 백구 ,글쓴이: 송재찬 ;그린이: 송진헌,대교출판,2000,,9.78894E+12,73810,813.7,453,2001
36,상실의 시대 ,무라카미 하루키 지음 ;유유정 옮김,문학사상사,1999,,9.78897E+12,3830,833.6,453,2001
38,퇴마록:말세편,이우혁 지음,들녘,1999-2001,3,9.78898E+12,4810,813.6,448,2001
