순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,year
80,호텔 선인장,에쿠니 가오리 지음;사사키 아츠코 삽화,소담출판사,2003,,9.78897E+12,3830,833.6,"1,661",2005
81,나는 남자보다 적금통장이 좋다:어느 쇼핑퀸의 3년만에 1억 모은 사연,강서재 지음,위즈덤하우스,2004,,9.78899E+12,3810,818,"1,659",2005
82,한강:趙廷來 大河小說,조정래 저,해냄출판사,2001-2002,1,9.78897E+12,4810,813.6,"1,656",2005
83,그 남자 그 여자 :'MBC FM 음악도시'의 아름다운 101가지 사랑 이야기,이미나 지음,랜덤하우스코리아,2003,,9.78896E+12,4810,818,"1,651",2005
83,불멸의 이순신:김탁환 장편소설,김탁환 지음,황금가지,2004,2,9.78898E+12,4810,813.6,"1,651",2005
85,키친,요시모토 바나나 지음;김난주 옮김,민음사,2005,,9.78894E+12,3830,833.6,"1,643",2005
86,나를 변화시키는 좋은 습관,한창욱 글,새론북스,2004,,9.78899E+12,3810,199.1,"1,632",2005
87,여자의 모든 인생은 20대에 결정 된다=Everything of women's life can be changed in her twenties,남인숙 지음,랜덤하우스중앙,2004,,9.78896E+12,3810,337.04,"1,628",2005
88,대한민국에서 장남으로 살아가기 ,윤영무 지음,명진출판,2004,,9.78898E+12,3810,818,"1,618",2005
89,성녀와 마녀,박경리 지음,인디북,2003,,9.78899E+12,3810,813.6,"1,617",2005
90,공중그네:오쿠다 히데오 장편소설,오쿠다 히데오 지음;이영미 옮김,은행나무,2005,,9.78896E+12,3830,833.6,"1,606",2005
91,악마와 미스 프랭,파울로 코엘료 지음;이상해 옮김,문학동네,2003,,9.78898E+12,3890,879,"1,597",2005
92,냉정과 열정 사이:Blu,츠지 히토나리 지음;양억관 옮김,소담출판사,2000,,9.78897E+12,4830,833.6,"1,592",2005
93,포기하지 않으면 불가능은 없다:고시3관왕의 반평생 수기,고승덕,개미들출판사,2004,,9.789E+12,3360,360.4,"1,591",2005
94,열 두 살의 여름,팻 브리슨 지음;이인숙 옮김,동산사,2005,,9.789E+12,73840,843,"1,588",2005
95,냉정과 열정 사이:Rosso,에쿠니 가오리 지음;김난주 옮김,소담출판사,2000,,9.78897E+12,4830,833.6,"1,586",2005
96,묵향,전동조 지음,명상,2000-2006,18,9.78897E+12,4810,813.6,"1,582",2005
97,마법천자문:손오공의 한자 대탐험,시리얼 글·그림,북21아울북,2004,6,9.78895E+12,77720,711.4,"1,577",2005
98,살인자의 건강법:아멜리 노통 장편소설,아멜리 노통 [저];김민정 옮김,문학세계사,2004,,9.78897E+12,3860,863,"1,570",2005
99,나나 너나 할 수 있다,금나나 저,김영사,2004,,9.78893E+12,3810,818,"1,567",2005
100,마법천자문:손오공의 한자 대탐험,시리얼 글·그림,북21아울북,2004,2,9.78895E+12,77720,711.4,"1,561",2005
100,반짝반짝 빛나는,에쿠니 가오리 지음;김난주 옮김,소담출판사,2001,,9.78897E+12,3830,833.6,"1,561",2005
102,(선생님들이 직접 겪고 쓴)독서 교육 길라잡이,책으로 따뜻한 세상 만드는 교사들 지음,푸른숲,2001,,9.78897E+12,3370,29.8,"1,556",2005
103,마법천자문:손오공의 한자 대탐험,시리얼 글·그림,북21아울북,2004,4,9.78895E+12,77720,711.4,"1,552",2005
104,몸은 모든 것을 알고 있다,요시모토 바나나 지음;김난주 옮김,민음사,2004,,9.78894E+12,3830,833.6,"1,551",2005
105,하얀 강 밤배,요시모토 바나나 지음;김난주 옮김,민음사,2005,,9.78894E+12,3830,833.6,"1,547",2005
106,성에:김형경 장편소설,김형경 지음,푸른숲,2004,,9.78897E+12,3810,813.6,"1,532",2005
107,"(2,000원으로)밥상차리기:서민의, 서민에 의한, 서민을 위한 요리책",김용환 지음,영진닷컴,2003,,9.78893E+12,13590,594.5,"1,516",2005
108,홀로 사는 즐거움,법정 지음,샘터사,2004,,9.78895E+12,3810,814.6,"1,513",2005
109,들으면서 정리하는 이보영의 120분 영문법 (교재 + 테이프 3개),이보영,넥서스,2002,,9.78898E+12,,,"1,507",2005
110,2010 대한민국 트렌드,LG경제연구원 지음,한국경제신문,2005,,9.78895E+12,3320,331.54,"1,503",2005
111,마법천자문:손오공의 한자 대탐험,시리얼 글·그림,북21아울북,2004,5,9.78895E+12,77720,711.4,"1,502",2005
112,바보바보:이외수 소망상자,이외수 지음,해냄출판사,2004,,9.78897E+12,3810,814.6,"1,499",2005
113,(400만원으로 2억 만든)젊은 부자의 부동산 경매 투자일기,조상훈 지음,북이십일,2004,,9.78895E+12,13320,327.87,"1,492",2005
114,(잠수네 아이들의)소문난 영어공부법,이신애 지음,중앙M&B출판,2003,,9.78896E+12,13740,740.7,"1,490",2005
114,불멸의 이순신:김탁환 장편소설,김탁환 지음,황금가지,2004,3,9.78898E+12,4810,813.6,"1,490",2005
116,불멸의 이순신:김탁환 장편소설,김탁환 지음,황금가지,2004,4,9.78898E+12,4810,813.6,"1,489",2005
117,(악어오리)구지 구지,천즈위엔 글·그림;박지민 옮김,예림당,2003,,9.78893E+12,77820,823.7,"1,487",2005
117,마법천자문:손오공의 한자 대탐험,시리얼 글·그림,북21아울북,2004,1,9.78895E+12,77720,711.4,"1,487",2005
119,(이외수 장편소설)괴물,이외수 지음,해냄,2002,2,9.78897E+12,4810,813.6,"1,481",2005
120,바이올렛=신경숙 장편소설/Violet,신경숙 지음,문학동네,2001,,9.78898E+12,3810,813.6,"1,475",2005
121,최후의 배심원,존 그리샴 지음;최필원 옮김,북@북스,2004,,9.78899E+12,3840,843,"1,473",2005
122,식객,허영만 글·그림,김영사,2003-2010,7,9.78893E+12,7810,813.6,"1,467",2005
123,"이외수가 전해주는 마음의 열쇠, 뼈 :李外秀 散文集 ",李外秀,동방미디어,2004,,9.78899E+12,3810,814.6,"1,464",2005
124,도깨비를 다시 빨아버린 우리엄마,사토 와키코 글·그림;엄기원 옮김,한림출판사,2004,,9.78897E+12,77830,833.6,"1,460",2005
125,내이름은 김삼순,지수현 지음,눈과마음,2004,,9.78896E+12,3810,813.6,"1,452",2005
126,미스코리아 대회를 폭파하라,김신명숙 지음,이프,1999,,9.789E+12,3810,813.6,"1,451",2005
127,블루오션 전략,김위찬;강혜구 옮김,교보문고,2005,,9.78897E+12,93320,325.1,"1,448",2005
128,마법천자문:손오공의 한자 대탐험,시리얼 글·그림,북21아울북,2004,3,9.78895E+12,77720,711.4,"1,442",2005
129,식객,허영만 글·그림,김영사,2003-2010,6,9.78893E+12,7810,813.6,"1,439",2005
129,한강:趙廷來 大河小說,조정래 저,해냄출판사,2001-2002,2,9.78897E+12,4810,813.6,"1,439",2005
131,4의 규칙:역사추리소설,이안 콜드웰;정영문 옮김,랜덤하우스중앙,2004,2,9.78896E+12,4840,843,"1,438",2005
132,식객,허영만 글·그림,김영사,2003-2010,4,9.78893E+12,7810,813.6,"1,429",2005
133,식객,허영만 글·그림,김영사,2003-2010,5,9.78893E+12,7810,813.6,"1,427",2005
133,(21세기)먼나라 이웃나라,이원복 글·그림,김영사,2003-2004,12,9.78893E+12,77940,909,"1,427",2005
135,발로 차 주고 싶은 등짝:와타야 리사 장편소설,와타야 리사 지음;정유리 옮김,황매,2004,,9.78899E+12,3830,833.6,"1,425",2005
136,식객,허영만 글·그림,김영사,2003-2010,1,9.78893E+12,7810,813.6,"1,423",2005
136,오빠가 돌아왔다:김영하 소설집,김영하 지음,창비,2004,,9.78894E+12,3810,813.6,"1,423",2005
136,천국에서 만난 다섯사람,미치 앨봄 지음;공경희 옮김,세종서적,2005,,9.78898E+12,3840,843,"1,423",2005
139,(앤서니 브라운의) 행복한 미술관 ,글·그림: 앤서니 브라운 ;옮긴이: 서애경,웅진씽크빅,2006,,9.7889E+12,74800,843,"1,419",2005
140,나마스테:박범신 장편소설,박범신 지음,한겨레신문사,2005,,9.78898E+12,3810,813.6,"1,413",2005
141,"33세 14억, 젊은 부자의 투자 일기",조상훈 지음,매경출판,2003,,9.78897E+12,3320,327.8,"1,412",2005
141,"베로니카, 죽기로 결심하다",파울로 코엘료 지음;이상해 옮김,문학동네,2001,,9.78898E+12,3890,879,"1,412",2005
143,묵향,전동조 지음,명상,2000-2006,19,9.78897E+12,4810,813.6,"1,411",2005
144,창가의 토토,구로야나기 테츠코 글;김난주 옮김,프로메테우스 출판사,2000,,9.789E+12,3830,833.6,"1,408",2005
145,"지금, 만나러 갑니다",이치카와 다쿠지 지음;양윤옥 옮김,랜덤하우스중앙,2005,,9.78896E+12,3830,833.6,"1,407",2005
146,식객,허영만 글·그림,김영사,2003-2010,8,9.78893E+12,7810,813.6,"1,403",2005
147,야생초 편지,황대권 글과 그림,도솔,2002,,9.78897E+12,3810,816.6,"1,402",2005
148,그 남자 그 여자=(The)guy and the girl,이미나 지음,랜덤하우스코리아,2006,2,9.78896E+12,4810,818,"1,399",2005
149,똥 봉투 들고 학교 가는 날 ,글: 박성철 ;그림: 전복순,아이앤북,2010,,9.78899E+12,73810,813.7,"1,398",2005
150,(150만원 월급으로 따라하는)10억 재테크,박윤옥 지음,영진닷컴,2004,,9.78893E+12,13320,327.8,"1,397",2005
151,(사교육 1번지)대치동 엄마들의 입시전략,김은실 지음,이지북,2004,,9.78896E+12,3320,373.4,"1,389",2005
152,모기와 황소 ,글: 현동염 ;그림: 이억배,길벗어린이,2012,,9.78896E+12,77810,813.6,"1,386",2005
152,불멸의 이순신:김탁환 장편소설,김탁환 지음,황금가지,2004,5,9.78898E+12,4810,813.6,"1,386",2005
154,(돈되는)엑셀 실무활용기술=Business Excel,이형범 저,영진닷컴,2004,,9.78893E+12,13000,5.3,"1,384",2005
154,똥떡,이춘희 글;박지훈 그림,언어세상,2003,,9.78896E+12,77810,813.6,"1,384",2005
154,(스스로 공부하는 아이로 키워주는)초등학생 학습혁명,김숙희;송숙희 [공]지음,조선일보사,2003,,9.78897E+12,3370,598.124,"1,384",2005
157,개구리논으로 오세요,여정은 글;김명길 그림,돌베개어린이,2004,,9.78899E+12,77490,490,"1,383",2005
158,"베로니카, 죽기로 결심하다",파울로 코엘료 지음 ;이상해 옮김,문학동네,2003,,9.78898E+12,3890,879,"1,372",2005
159,식객,허영만 글·그림,김영사,2003-2010,2,9.78893E+12,7810,813.6,"1,369",2005
160,일기 감추는 날,황선미 글;소윤경 그림,웅진닷컴,2003,,9.7889E+12,74810,813.6,"1,365",2005
161,(현태준 이우일의)도쿄 여행기,현태준;이우일 [공]지음,시공사,2004,,9.78895E+12,3810,981.302,"1,364",2005
162,숲 속으로,앤서니 브라운 글·그림;허은미 옮김,베틀북,2004,,9.78898E+12,77840,843,"1,362",2005
163,행복한 의자나무,량슈린 글·그림;박지민 옮김,북뱅크,2002,,9.78899E+12,77820,823.7,"1,358",2005
164,나쁜 어린이 표,글: 황선미;그림: 권사우,웅진씽크빅,2006,,9.7889E+12,74810,813.6,"1,353",2005
165,한국형 땅 부자들,조성근 지음,한국경제신문 한경BP,2004,,9.78895E+12,3320,327.87,"1,352",2005
165,어두울 때는 덫을 놓지 않는다,시드니 셀던 지음;최필원 옮김,북@북스,2004,,9.78899E+12,3840,843,"1,352",2005
167,티티새,요시모토 바나나 지음;김난주 옮김,민음사,2003,,9.78894E+12,3830,833.6,"1,343",2005
168,엄마 마중,이태준 글;김동성 그림,한길사,2004,,9.78894E+12,74810,813.6,"1,333",2005
169,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;홍은영 그림,가나출판사,2000-2005,17,9.78899E+12,74840,219,"1,332",2005
170,보리밭은 재미있다,이상권 글;김병화 그림,길벗어린이,2004,,9.78896E+12,77810,813.6,"1,331",2005
171,타이거 우즈,루시아 라트마 지음;김미경 옮김,새터,2002,,9.78899E+12,73840,998.6,"1,330",2005
172,"(CEO 안철수,)지금 우리에게 필요한 것은",안철수 지음,김영사,2005,,9.78893E+12,3320,325.04,"1,325",2005
172,(학습 매니지먼트)공부 잘하고 싶으면 학원부터 그만둬라,이병훈 지음,한스미디어,2005,,9.78899E+12,3370,373.4,"1,325",2005
174,(청소년)토지:박경리 대하소설,박경리 지음;토지문학연구회 엮음,이룸,2003,1,9.78896E+12,4810,813.6,"1,322",2005
175,지구별 여행자,류시화 지음,김영사,2002,,9.78893E+12,3810,816.6,"1,320",2005
176,한국의 부자들,한상복 지음,위즈덤하우스,2004,2,9.78899E+12,3320,327.04,"1,308",2005
177,들으면 말이 되는 이보영의 120분 영어회화 (책 + 테이프 3개),이보영,넥서스,2003,,9.78898E+12,,,"1,307",2005
177,Try again! 중학교 교과서로 다시 시작하는 영어회화,이근철|문단열,길벗이지톡,2004,,9.78899E+12,,,"1,307",2005
177,초등학생 때 놓치면 평생 후회한다,김자영,재인,2004,,9.78899E+12,13370,,"1,307",2005
180,(전략)삼국지. 32 :위수의 결전,요코야마 미쓰테루 지음,,2004,,9.78894E+12,7820,823.5,"1,306",2005
181,불멸의 이순신:김탁환 장편소설,김탁환 지음,황금가지,2004,6,9.78898E+12,4810,813.6,"1,301",2005
182,(위기철 소설)아홉살 인생,위기철 지음,청년사,2002,,9.78897E+12,3810,813.6,"1,300",2005
182,(하울의)움직이는 성,다이애나 윈 존스 지음,문학수첩 리틀북스,2004-2010,1,9.78899E+12,4840,843,"1,300",2005
184,목적이 이끄는 삶,릭 워렌 지음;고성삼 옮김,디모데,2003,,9.78894E+12,3230,234.8,"1,298",2005
185,(만화로 보는)그리스 로마 신화,토머스 불핀치 지음;홍은영 그림,가나출판사,2000-2005,18,9.78899E+12,74840,219,"1,292",2005
186,(인생을 두 배로 사는)아침형 인간,사이쇼 히로시 지음;최현숙 옮김,한스미디어,2003,,9.78899E+12,13320,325.04,"1,290",2005
187,미쳐야 미친다=조선 지식인의 내면 읽기/不狂不及,정민 지음,푸른역사,2004,,9.78899E+12,3810,991.1,"1,289",2005
188,사랑하라 한번도 상처받지 않은 것처럼,류시화 엮음,오래된미래,2005,,9.789E+12,3810,808.1,"1,282",2005
189,무슨 일이 일어났을까? ,글·그림: 이호백,재미마주,2000,,9.78899E+12,77810,813.7,"1,272",2005
190,토지,朴景利 저,나남출판,2002,1,9.78893E+12,34800,813.6,"1,270",2005
191,오른쪽이와 동네한바퀴,백미숙 글;김유대 그림,느림보,2004,,9.78899E+12,77810,813.6,"1,269",2005
192,누가 내 치즈를 옮겼을까?,저자: 스펜서 존슨;번역: 이영진,진명출판사,2006,,9.78898E+12,3840,181.93,"1,265",2005
193,마당깊은 집 ,김원일,문학과지성사,2005,,9.78893E+12,3810,813.6,"1,263",2005
194,(女皇)측천무후:샨사 장편소설,샨사 지음;이상해 옮김,현대문학,2004,2,9.78897E+12,3860,863,"1,260",2005
194,만희네 집,글·그림: 권윤덕,길벗어린이,2006,,9.78899E+12,77810,813.6,"1,260",2005
196,식객,허영만 글·그림,김영사,2003-2010,3,9.78893E+12,7810,813.6,"1,256",2005
197,(한국토종엄마의)하버드 프로젝트,이가희 지음,YBM Si-sa,2004,,9.78892E+12,13740,740.7,"1,253",2005
198,(기적의)도서관 학습법,이현 지음,화니북스,2005,,9.78899E+12,13370,25.26,"1,252",2005
199,어둠의 저편=Afterdark,무라카미 하루키 지음;임홍빈 옮김,문학사상,2005,,9.78897E+12,3830,833.6,"1,250",2005
199,불멸의 이순신:김탁환 장편소설,김탁환 지음,황금가지,2004,8,9.78898E+12,4810,813.6,"1,250",2005
1,뚱딴지 명언 산책,김우영 글.그림,재능출판,1997,,9.78898E+12,77810,199.1,"6,327",2006
2,다빈치 코드 ,댄 브라운 지음 ;양선아 옮김,베텔스만 코리아,2004,1,9.78896E+12,4840,843.5,"5,878",2006
3,우리들의 행복한 시간,공지영,푸른숲,2005,,9.78897E+12,3810,,"5,730",2006
4,다빈치 코드 ,댄 브라운 지음 ;양선아 옮김,베텔스만 코리아,2004,2,9.78896E+12,4840,843.5,"5,465",2006
5,"줄리어스, 어디 있니? ",글·그림: 존 버닝햄 ;옮김: 김정희,현북스,2013,,9.789E+12,77840,843,"5,077",2006
6,지도 밖으로 행군하라=Marching off the map,한비야 지음,푸른숲,2005,,9.78897E+12,3810,816.6,"4,957",2006
7,마시멜로 이야기,"호아킴 데 포사다,정지영 옮김",한국경제신문,2006,,9.78895E+12,3320,325.04,"4,508",2006
8,(박완서 장편소설)그 남자네 집,박완서 지음,현대문학,2004,,9.78897E+12,3810,813.6,"4,387",2006
9,사냥꾼을 만난 꼬마곰 ,앤서니 브라운 글·그림 ;공경희 옮김,웅진씽크빅,2015,,9.7889E+12,74840,843,"4,315",2006
10,해리포터와 혼혈왕자,조앤 K. 롤링 저;최인자 옮김,문학수첩,2005,61,9.78898E+12,4840,843,"4,007",2006
11,미실:김별아 장편소설,김별아 지음,문이당,2005,,9.78897E+12,3810,813.6,"3,858",2006
12,살수,김진명 지음,랜덤하우스중앙,2005,1,9.78896E+12,4810,813.6,"3,713",2006
13,도쿄타워=Tokyo tower,에쿠니 가오리 지음;신유희 옮김,소담출판사,2005,,9.78897E+12,3830,833.6,"3,668",2006
14,해리포터와 혼혈왕자,조앤 K. 롤링 저;최인자 옮김,문학수첩,2005,63,9.78898E+12,4840,843,"3,619",2006
15,사랑 후에 오는 것들,지은이: 공지영,소담출판사,2006,,9.78897E+12,4810,813.6,"3,610",2006
16,연금술사,파울로 코엘료 지음;최정수 옮김,문학동네,2001,,9.78898E+12,3860,879,"3,531",2006
17,해리포터와 혼혈왕자,조앤 K. 롤링 저;최인자 옮김,문학수첩,2005,62,9.78898E+12,4840,843,"3,428",2006
18,해리포터와 혼혈왕자,조앤 K. 롤링 저;최인자 옮김,문학수첩,2005,64,9.78898E+12,4840,843,"3,416",2006
